MODE	GAMMA	C	NGRAM	BOW	F1 AVG	Round 1	Round 2	Round 3	Round 4	Round 5	Round 6	Round 7	Round 8	Round 9	Round 10
nb token posneg	N.A.	N.A.	[1]	50	0.602	0.6543	0.6667	0.5522	0.5674	0.6316	0.5037	0.6812	0.5649	0.5735	0.625
nb token posneg	N.A.	N.A.	[1]	74	0.6363	0.6282	0.6577	0.6074	0.6389	0.6667	0.5775	0.7	0.6074	0.6074	0.672
nb token posneg	N.A.	N.A.	[1]	100	0.6503	0.6581	0.6928	0.6364	0.6667	0.6792	0.5915	0.6957	0.5865	0.6667	0.6299
nb token posneg	N.A.	N.A.	[1]	124	0.6577	0.6316	0.7105	0.6418	0.6846	0.6879	0.5986	0.6901	0.6087	0.6667	0.6562
nb token posneg	N.A.	N.A.	[1]	150	0.6687	0.6447	0.732	0.6667	0.6974	0.7051	0.6122	0.7083	0.6324	0.6324	0.656
nb token posneg	N.A.	N.A.	[1]	174	0.6723	0.6447	0.7226	0.6861	0.7226	0.7006	0.5931	0.6906	0.6269	0.6857	0.6504
nb token posneg	N.A.	N.A.	[1]	200	0.6737	0.6536	0.719	0.6912	0.702	0.6918	0.6056	0.7	0.6618	0.6618	0.6508
nb token posneg	N.A.	N.A.	[1, 2]	50	0.6741	0.6988	0.7205	0.6099	0.6623	0.7468	0.6241	0.7027	0.6525	0.6269	0.697
nb token posneg	N.A.	N.A.	[1, 2]	74	0.6644	0.6624	0.6933	0.6176	0.6621	0.7134	0.6429	0.6525	0.6763	0.6522	0.6719
nb token posneg	N.A.	N.A.	[1, 2]	100	0.6815	0.7044	0.7389	0.6619	0.7152	0.7097	0.6338	0.6806	0.6667	0.6423	0.6614
nb token posneg	N.A.	N.A.	[1, 2]	124	0.6769	0.6792	0.7027	0.6571	0.7114	0.6974	0.6389	0.7075	0.637	0.6714	0.6667
nb token posneg	N.A.	N.A.	[1, 2]	150	0.6863	0.6795	0.7152	0.6667	0.6933	0.72	0.6389	0.6849	0.6667	0.7	0.6977
nb token posneg	N.A.	N.A.	[1, 2]	174	0.6955	0.6928	0.7237	0.6714	0.7273	0.7105	0.6286	0.6986	0.6866	0.7015	0.7143
nb token posneg	N.A.	N.A.	[1, 2]	200	0.6996	0.6842	0.719	0.6957	0.7152	0.7237	0.6131	0.7183	0.6857	0.697	0.7442
nb token posneg	N.A.	N.A.	[1, 2, 3]	50	0.6789	0.6708	0.7531	0.6573	0.649	0.7296	0.6475	0.7211	0.6338	0.6187	0.7077
nb token posneg	N.A.	N.A.	[1, 2, 3]	74	0.6698	0.6452	0.72	0.6222	0.6667	0.7143	0.6522	0.6853	0.6815	0.6331	0.6772
nb token posneg	N.A.	N.A.	[1, 2, 3]	100	0.6763	0.6962	0.7722	0.6618	0.6755	0.7097	0.6232	0.6849	0.6299	0.6212	0.688
nb token posneg	N.A.	N.A.	[1, 2, 3]	124	0.6746	0.6538	0.7517	0.6618	0.7027	0.68	0.6331	0.6939	0.6142	0.6615	0.6935
nb token posneg	N.A.	N.A.	[1, 2, 3]	150	0.69	0.6667	0.7248	0.6667	0.7368	0.7237	0.6377	0.7075	0.6667	0.6818	0.688
nb token posneg	N.A.	N.A.	[1, 2, 3]	174	0.6893	0.6622	0.7451	0.6618	0.7237	0.7368	0.6074	0.7034	0.6615	0.687	0.704
nb token posneg	N.A.	N.A.	[1, 2, 3]	200	0.6899	0.6711	0.7368	0.6812	0.6892	0.7613	0.597	0.6806	0.6866	0.687	0.7087
nb token posneg	N.A.	N.A.	[2, 3]	50	0.5716	0.6143	0.6015	0.512	0.5414	0.5612	0.5238	0.6222	0.6142	0.5185	0.6071
nb token posneg	N.A.	N.A.	[2, 3]	74	0.6045	0.6154	0.6277	0.496	0.5606	0.6143	0.5312	0.6853	0.6667	0.5812	0.6667
nb token posneg	N.A.	N.A.	[2, 3]	100	0.624	0.6351	0.6763	0.5385	0.5821	0.6438	0.5714	0.6761	0.6818	0.5862	0.6491
nb token posneg	N.A.	N.A.	[2, 3]	124	0.6378	0.6711	0.6714	0.5692	0.6331	0.6358	0.6131	0.6986	0.6957	0.5882	0.6018
nb token posneg	N.A.	N.A.	[2, 3]	150	0.6466	0.6757	0.6761	0.5538	0.6571	0.6623	0.6154	0.6892	0.6957	0.6032	0.6379
nb token posneg	N.A.	N.A.	[2, 3]	174	0.6531	0.6443	0.7114	0.5426	0.6621	0.6667	0.6345	0.698	0.7324	0.5785	0.661
nb token posneg	N.A.	N.A.	[2, 3]	200	0.6753	0.6667	0.72	0.5736	0.6803	0.6835	0.6667	0.7368	0.7536	0.6	0.6721
nb token pos1	N.A.	N.A.	[1]	50	0.4418	0.5103	0.4179	0.4915	0.5161	0.4375	0.375	0.4762	0.381	0.3333	0.4786
nb token pos1	N.A.	N.A.	[1]	74	0.4464	0.507	0.4296	0.5085	0.4839	0.4409	0.4062	0.45	0.3939	0.368	0.4754
nb token pos1	N.A.	N.A.	[1]	100	0.4379	0.4559	0.4341	0.5128	0.4677	0.4355	0.4194	0.4174	0.4286	0.35	0.4576
nb token pos1	N.A.	N.A.	[1]	124	0.4694	0.4615	0.4697	0.5	0.5238	0.4444	0.4444	0.5	0.4234	0.4032	0.5238
nb token pos1	N.A.	N.A.	[1]	150	0.4792	0.469	0.4593	0.5203	0.5344	0.4724	0.4242	0.5085	0.4444	0.4252	0.5344
nb token pos1	N.A.	N.A.	[1]	174	0.4843	0.5068	0.4638	0.5323	0.5191	0.4844	0.4328	0.4878	0.438	0.4228	0.5556
nb token pos1	N.A.	N.A.	[1]	200	0.4768	0.4932	0.4783	0.5124	0.5191	0.4844	0.4	0.5161	0.4275	0.3898	0.5469
nb token pos1	N.A.	N.A.	[1, 2]	50	0.4891	0.5535	0.4604	0.5185	0.5072	0.5036	0.4604	0.5634	0.4348	0.3582	0.5312
nb token pos1	N.A.	N.A.	[1, 2]	74	0.4706	0.4898	0.4615	0.4348	0.4741	0.4928	0.4507	0.5401	0.4354	0.3704	0.5564
nb token pos1	N.A.	N.A.	[1, 2]	100	0.4666	0.4595	0.4889	0.4211	0.5	0.5106	0.4493	0.4776	0.4748	0.3881	0.4961
nb token pos1	N.A.	N.A.	[1, 2]	124	0.4686	0.4698	0.4741	0.4412	0.5037	0.5517	0.4626	0.458	0.4638	0.3759	0.4853
nb token pos1	N.A.	N.A.	[1, 2]	150	0.4778	0.5033	0.5072	0.4672	0.4627	0.5324	0.4706	0.4783	0.4932	0.3704	0.4925
nb token pos1	N.A.	N.A.	[1, 2]	174	0.4922	0.5306	0.5352	0.4885	0.4885	0.518	0.4564	0.5037	0.4966	0.3971	0.5075
nb token pos1	N.A.	N.A.	[1, 2]	200	0.4851	0.4755	0.5106	0.4848	0.4844	0.5493	0.4755	0.4776	0.4966	0.3852	0.5113
nb token pos1	N.A.	N.A.	[1, 2, 3]	50	0.4835	0.5366	0.4444	0.4962	0.493	0.4932	0.4366	0.5772	0.4286	0.3741	0.5547
nb token pos1	N.A.	N.A.	[1, 2, 3]	74	0.4801	0.48	0.4595	0.4648	0.4783	0.4748	0.4658	0.5352	0.4444	0.4	0.5985
nb token pos1	N.A.	N.A.	[1, 2, 3]	100	0.4742	0.4795	0.5	0.4526	0.4638	0.527	0.4444	0.5068	0.4593	0.3906	0.5185
nb token pos1	N.A.	N.A.	[1, 2, 3]	124	0.4793	0.4932	0.5106	0.4828	0.4783	0.5503	0.4521	0.5035	0.4493	0.3731	0.5
nb token pos1	N.A.	N.A.	[1, 2, 3]	150	0.4898	0.5298	0.5315	0.4828	0.4706	0.5556	0.4667	0.4823	0.4681	0.3731	0.5379
nb token pos1	N.A.	N.A.	[1, 2, 3]	174	0.4821	0.517	0.5211	0.4545	0.4462	0.5175	0.4626	0.4928	0.4965	0.406	0.5068
nb token pos1	N.A.	N.A.	[1, 2, 3]	200	0.4775	0.4861	0.5217	0.4627	0.4252	0.5278	0.4615	0.4892	0.4672	0.4091	0.5241
nb token pos1	N.A.	N.A.	[2, 3]	50	0.0046	0	0	0	0	0	0.022	0	0.0241	0	0
nb token pos1	N.A.	N.A.	[2, 3]	74	0.0591	0.0204	0.0612	0.0471	0	0.0396	0.0625	0.0612	0.087	0.0941	0.1176
nb token pos1	N.A.	N.A.	[2, 3]	100	0.0746	0.0594	0.0577	0.0471	0	0.0566	0.0825	0.0612	0.125	0.092	0.1647
nb token pos1	N.A.	N.A.	[2, 3]	124	0.0833	0.0571	0.0588	0.0488	0	0.0561	0.098	0.08	0.1616	0.0909	0.1818
nb token pos1	N.A.	N.A.	[2, 3]	150	0.0911	0.0577	0.0962	0.0706	0.02	0.0762	0.0971	0.0808	0.1429	0.092	0.1778
nb token pos1	N.A.	N.A.	[2, 3]	174	0.1131	0.0917	0.1101	0.1379	0.0392	0.0755	0.098	0.1154	0.086	0.1136	0.2637
nb token pos1	N.A.	N.A.	[2, 3]	200	0.1117	0.0741	0.1101	0.1364	0.0583	0.0755	0.099	0.1165	0.0833	0.1136	0.25
nb token neg1	N.A.	N.A.	[1]	50	0.2808	0.2642	0.2857	0.2268	0.2523	0.2832	0.233	0.2828	0.2449	0.2857	0.449
nb token neg1	N.A.	N.A.	[1]	74	0.3698	0.359	0.3393	0.2963	0.3697	0.374	0.386	0.3774	0.3925	0.3711	0.433
nb token neg1	N.A.	N.A.	[1]	100	0.3868	0.4167	0.3934	0.3455	0.3667	0.3833	0.3966	0.3738	0.3962	0.3878	0.4082
nb token neg1	N.A.	N.A.	[1]	124	0.41	0.4444	0.4194	0.3784	0.4	0.3636	0.4333	0.4074	0.4404	0.3636	0.449
nb token neg1	N.A.	N.A.	[1]	150	0.4236	0.4769	0.4426	0.4107	0.4194	0.3697	0.4262	0.4545	0.4483	0.3673	0.42
nb token neg1	N.A.	N.A.	[1]	174	0.4287	0.4615	0.464	0.4037	0.3902	0.3697	0.459	0.4685	0.431	0.404	0.4356
nb token neg1	N.A.	N.A.	[1]	200	0.4169	0.4697	0.439	0.3519	0.377	0.3866	0.4333	0.4545	0.4615	0.3711	0.4242
nb token neg1	N.A.	N.A.	[1, 2]	50	0.4851	0.5532	0.4853	0.3304	0.4511	0.5481	0.496	0.5512	0.4961	0.4038	0.5357
nb token neg1	N.A.	N.A.	[1, 2]	74	0.5211	0.5906	0.5113	0.4032	0.5191	0.4848	0.5	0.5954	0.5581	0.5	0.5487
nb token neg1	N.A.	N.A.	[1, 2]	100	0.526	0.5772	0.5075	0.448	0.5496	0.5333	0.5038	0.5781	0.5581	0.4957	0.5088
nb token neg1	N.A.	N.A.	[1, 2]	124	0.5199	0.5793	0.5224	0.4132	0.5385	0.5441	0.5263	0.5556	0.5512	0.4685	0.5
nb token neg1	N.A.	N.A.	[1, 2]	150	0.5279	0.5915	0.5185	0.459	0.5564	0.5547	0.5385	0.5323	0.5512	0.4771	0.5
nb token neg1	N.A.	N.A.	[1, 2]	174	0.5166	0.5652	0.5468	0.4463	0.5344	0.5522	0.5271	0.5246	0.528	0.4685	0.4727
nb token neg1	N.A.	N.A.	[1, 2]	200	0.5098	0.5507	0.5147	0.4426	0.5	0.5303	0.5385	0.5289	0.5238	0.4545	0.5138
nb token neg1	N.A.	N.A.	[1, 2, 3]	50	0.4818	0.5481	0.5224	0.439	0.458	0.48	0.4463	0.5041	0.4874	0.4423	0.4902
nb token neg1	N.A.	N.A.	[1, 2, 3]	74	0.5213	0.5674	0.5564	0.4426	0.4844	0.5263	0.5041	0.544	0.5366	0.5088	0.5421
nb token neg1	N.A.	N.A.	[1, 2, 3]	100	0.5196	0.5468	0.5191	0.4677	0.5271	0.5441	0.5197	0.541	0.521	0.4865	0.5234
nb token neg1	N.A.	N.A.	[1, 2, 3]	124	0.5283	0.6014	0.5191	0.4762	0.5469	0.5385	0.5385	0.56	0.4915	0.4727	0.5385
nb token neg1	N.A.	N.A.	[1, 2, 3]	150	0.5224	0.5899	0.5522	0.5	0.5385	0.48	0.5271	0.5161	0.5246	0.4587	0.537
nb token neg1	N.A.	N.A.	[1, 2, 3]	174	0.5246	0.5839	0.5672	0.5	0.5385	0.4878	0.5271	0.528	0.5124	0.4821	0.5185
nb token neg1	N.A.	N.A.	[1, 2, 3]	200	0.5203	0.5588	0.5414	0.4754	0.5197	0.5041	0.5271	0.5333	0.5323	0.4685	0.5421
nb token neg1	N.A.	N.A.	[2, 3]	50	0.3087	0.3966	0.2549	0.3711	0.2913	0.2936	0.2245	0.3654	0.3265	0.2143	0.3488
nb token neg1	N.A.	N.A.	[2, 3]	74	0.3629	0.3761	0.3717	0.3878	0.26	0.3932	0.2885	0.4643	0.3762	0.3478	0.3636
nb token neg1	N.A.	N.A.	[2, 3]	100	0.3519	0.4034	0.3423	0.4	0.3889	0.3363	0.3238	0.4112	0.3265	0.2609	0.3256
nb token neg1	N.A.	N.A.	[2, 3]	124	0.342	0.3761	0.3423	0.4118	0.3137	0.3478	0.2913	0.3774	0.3265	0.2553	0.3778
nb token neg1	N.A.	N.A.	[2, 3]	150	0.3732	0.4132	0.4	0.4423	0.3925	0.354	0.3077	0.3619	0.36	0.2418	0.4583
nb token neg1	N.A.	N.A.	[2, 3]	174	0.3663	0.3902	0.3826	0.4466	0.3738	0.3363	0.3048	0.4037	0.3434	0.2391	0.4421
nb token neg1	N.A.	N.A.	[2, 3]	200	0.3568	0.3802	0.3684	0.4118	0.3238	0.2909	0.3364	0.4037	0.3762	0.2391	0.4375
nb stem posneg	N.A.	N.A.	[1]	50	0.6197	0.6093	0.6755	0.6131	0.6176	0.6486	0.5612	0.6519	0.5385	0.6357	0.6462
nb stem posneg	N.A.	N.A.	[1]	74	0.631	0.5931	0.6803	0.6074	0.6483	0.6483	0.5634	0.6765	0.5846	0.6667	0.6412
nb stem posneg	N.A.	N.A.	[1]	100	0.6384	0.6122	0.6667	0.5846	0.6667	0.6622	0.5931	0.7	0.5909	0.6614	0.6462
nb stem posneg	N.A.	N.A.	[1]	124	0.6541	0.6309	0.7013	0.6212	0.6803	0.6575	0.5986	0.7324	0.5909	0.6718	0.6565
nb stem posneg	N.A.	N.A.	[1]	150	0.6492	0.6174	0.6711	0.6316	0.6803	0.6803	0.6027	0.705	0.6015	0.6718	0.6299
nb stem posneg	N.A.	N.A.	[1]	174	0.6554	0.64	0.6755	0.6212	0.7075	0.6757	0.5972	0.7324	0.6074	0.6716	0.625
nb stem posneg	N.A.	N.A.	[1]	200	0.6595	0.6577	0.6755	0.6269	0.7114	0.6892	0.5734	0.7413	0.6277	0.6667	0.625
nb stem posneg	N.A.	N.A.	[1, 2]	50	0.6569	0.6497	0.7114	0.6222	0.7027	0.6914	0.6164	0.6667	0.6111	0.6567	0.6406
nb stem posneg	N.A.	N.A.	[1, 2]	74	0.6691	0.6275	0.7013	0.6519	0.7075	0.6795	0.6713	0.6759	0.6277	0.6917	0.6565
nb stem posneg	N.A.	N.A.	[1, 2]	100	0.6773	0.6405	0.7333	0.6466	0.7162	0.6667	0.6619	0.6887	0.6187	0.6818	0.7188
nb stem posneg	N.A.	N.A.	[1, 2]	124	0.6686	0.6053	0.7162	0.6765	0.6897	0.6667	0.6338	0.6939	0.6131	0.6667	0.7244
nb stem posneg	N.A.	N.A.	[1, 2]	150	0.6638	0.6174	0.6849	0.6667	0.7114	0.6803	0.6571	0.6939	0.5714	0.6615	0.6935
nb stem posneg	N.A.	N.A.	[1, 2]	174	0.6744	0.6395	0.7383	0.6618	0.7237	0.6846	0.6619	0.6897	0.5865	0.6866	0.672
nb stem posneg	N.A.	N.A.	[1, 2]	200	0.6786	0.6623	0.7123	0.6963	0.7484	0.6892	0.6324	0.6944	0.6286	0.6767	0.6452
nb stem posneg	N.A.	N.A.	[1, 2, 3]	50	0.655	0.6194	0.6939	0.6324	0.6757	0.7389	0.6056	0.6575	0.6331	0.6269	0.6667
nb stem posneg	N.A.	N.A.	[1, 2, 3]	74	0.6689	0.64	0.7027	0.6569	0.7027	0.6835	0.6338	0.6849	0.6466	0.6815	0.656
nb stem posneg	N.A.	N.A.	[1, 2, 3]	100	0.6642	0.6301	0.7432	0.6316	0.7067	0.6711	0.6569	0.6849	0.597	0.6815	0.6393
nb stem posneg	N.A.	N.A.	[1, 2, 3]	124	0.6598	0.6174	0.7297	0.6765	0.7027	0.6623	0.6187	0.7027	0.5909	0.6308	0.6667
nb stem posneg	N.A.	N.A.	[1, 2, 3]	150	0.658	0.6207	0.6944	0.6866	0.6623	0.6846	0.6277	0.6892	0.6324	0.6212	0.6613
nb stem posneg	N.A.	N.A.	[1, 2, 3]	174	0.6668	0.6483	0.7083	0.6866	0.6887	0.698	0.6165	0.702	0.6222	0.6364	0.6613
nb stem posneg	N.A.	N.A.	[1, 2, 3]	200	0.6716	0.6438	0.7172	0.7015	0.7059	0.6897	0.6316	0.698	0.6423	0.6462	0.6393
nb stem posneg	N.A.	N.A.	[2, 3]	50	0.5918	0.6207	0.6131	0.4677	0.5564	0.6351	0.5778	0.6713	0.6466	0.4685	0.6609
nb stem posneg	N.A.	N.A.	[2, 3]	74	0.6224	0.6623	0.6286	0.5161	0.5926	0.6447	0.6241	0.6986	0.6715	0.5424	0.6435
nb stem posneg	N.A.	N.A.	[2, 3]	100	0.645	0.6842	0.662	0.5714	0.6479	0.6573	0.6338	0.7162	0.6906	0.5254	0.6609
nb stem posneg	N.A.	N.A.	[2, 3]	124	0.6556	0.6623	0.662	0.5781	0.6621	0.6621	0.6434	0.75	0.7183	0.5574	0.6609
nb stem posneg	N.A.	N.A.	[2, 3]	150	0.6689	0.6667	0.6667	0.6015	0.6712	0.7143	0.6434	0.75	0.7361	0.5669	0.6724
nb stem posneg	N.A.	N.A.	[2, 3]	174	0.6731	0.675	0.6757	0.6015	0.7067	0.7013	0.6434	0.75	0.731	0.5736	0.6724
nb stem posneg	N.A.	N.A.	[2, 3]	200	0.6896	0.6875	0.6892	0.6176	0.7368	0.7389	0.6667	0.7632	0.7347	0.5781	0.6838
nb stem pos1	N.A.	N.A.	[1]	50	0.2583	0.2881	0.2787	0.25	0.2268	0.14	0.2689	0.354	0.2203	0.2202	0.3364
nb stem pos1	N.A.	N.A.	[1]	74	0.2844	0.2689	0.2857	0.2883	0.4068	0.1373	0.2564	0.3551	0.2087	0.2609	0.3761
nb stem pos1	N.A.	N.A.	[1]	100	0.3044	0.2602	0.3025	0.3214	0.4098	0.2321	0.3089	0.3243	0.2143	0.2906	0.3793
nb stem pos1	N.A.	N.A.	[1]	124	0.3501	0.281	0.3802	0.3571	0.4762	0.2957	0.3492	0.4	0.2105	0.3065	0.4444
nb stem pos1	N.A.	N.A.	[1]	150	0.3512	0.2764	0.35	0.3571	0.4844	0.322	0.4031	0.359	0.2783	0.288	0.3934
nb stem pos1	N.A.	N.A.	[1]	174	0.3632	0.2764	0.3636	0.3684	0.4961	0.3419	0.3968	0.3898	0.2957	0.2903	0.4132
nb stem pos1	N.A.	N.A.	[1]	200	0.3662	0.2764	0.374	0.3793	0.5077	0.359	0.371	0.4103	0.3276	0.2698	0.3871
nb stem pos1	N.A.	N.A.	[1, 2]	50	0.3806	0.3609	0.3824	0.3636	0.4211	0.4275	0.4085	0.4091	0.3944	0.2903	0.3485
nb stem pos1	N.A.	N.A.	[1, 2]	74	0.3957	0.3256	0.4265	0.3697	0.391	0.4741	0.438	0.4724	0.4336	0.2656	0.3609
nb stem pos1	N.A.	N.A.	[1, 2]	100	0.3793	0.3359	0.3881	0.4132	0.4203	0.4062	0.4118	0.4275	0.3101	0.3465	0.3333
nb stem pos1	N.A.	N.A.	[1, 2]	124	0.3956	0.3692	0.3939	0.3607	0.4265	0.4242	0.438	0.4265	0.3556	0.377	0.384
nb stem pos1	N.A.	N.A.	[1, 2]	150	0.4032	0.4091	0.3969	0.374	0.406	0.4783	0.406	0.4412	0.3817	0.374	0.3651
nb stem pos1	N.A.	N.A.	[1, 2]	174	0.4038	0.3385	0.4122	0.378	0.4118	0.5	0.4394	0.4265	0.3538	0.3967	0.381
nb stem pos1	N.A.	N.A.	[1, 2]	200	0.4009	0.3594	0.4275	0.371	0.4118	0.4928	0.4427	0.4148	0.3721	0.359	0.3577
nb stem pos1	N.A.	N.A.	[1, 2, 3]	50	0.3736	0.3308	0.3582	0.374	0.3636	0.4252	0.3916	0.4242	0.4029	0.3	0.365
nb stem pos1	N.A.	N.A.	[1, 2, 3]	74	0.389	0.2742	0.4317	0.3833	0.403	0.4361	0.4058	0.4733	0.4247	0.288	0.3704
nb stem pos1	N.A.	N.A.	[1, 2, 3]	100	0.3751	0.3307	0.3852	0.3934	0.4234	0.4122	0.3942	0.4296	0.3206	0.3231	0.3385
nb stem pos1	N.A.	N.A.	[1, 2, 3]	124	0.3966	0.3492	0.4179	0.371	0.403	0.4444	0.4179	0.4275	0.3511	0.3871	0.3969
nb stem pos1	N.A.	N.A.	[1, 2, 3]	150	0.3983	0.3846	0.4062	0.3651	0.4148	0.4638	0.406	0.4091	0.3538	0.4286	0.3511
nb stem pos1	N.A.	N.A.	[1, 2, 3]	174	0.4128	0.3281	0.4091	0.4179	0.4265	0.5106	0.4296	0.406	0.3622	0.4531	0.3852
nb stem pos1	N.A.	N.A.	[1, 2, 3]	200	0.3997	0.375	0.4361	0.4275	0.3971	0.4526	0.438	0.3969	0.352	0.3559	0.3664
nb stem pos1	N.A.	N.A.	[2, 3]	50	0.0668	0.02	0.0784	0.0465	0.0206	0.0577	0.0652	0.0842	0.0851	0.093	0.1176
nb stem pos1	N.A.	N.A.	[2, 3]	74	0.0734	0.04	0.0952	0.0482	0.04	0.0606	0.0645	0.0833	0.087	0.0976	0.1176
nb stem pos1	N.A.	N.A.	[2, 3]	100	0.0863	0.0404	0.0792	0.0698	0.0408	0.0583	0.1296	0.1237	0.087	0.0976	0.1364
nb stem pos1	N.A.	N.A.	[2, 3]	124	0.125	0.0748	0.1346	0.1505	0.0777	0.0396	0.1455	0.1714	0.1237	0.1364	0.1957
nb stem pos1	N.A.	N.A.	[2, 3]	150	0.1138	0.0909	0.1111	0.1319	0.0381	0.0396	0.1121	0.1359	0.1075	0.1556	0.2151
nb stem pos1	N.A.	N.A.	[2, 3]	174	0.1129	0.0917	0.1132	0.1333	0.037	0.0577	0.0952	0.1373	0.0879	0.1538	0.2222
nb stem pos1	N.A.	N.A.	[2, 3]	200	0.1136	0.0917	0.1132	0.1522	0.0367	0.0396	0.1121	0.1346	0.0879	0.1505	0.2174
nb stem neg1	N.A.	N.A.	[1]	50	0.396	0.4068	0.3443	0.3519	0.4298	0.4409	0.3448	0.3853	0.3704	0.42	0.466
nb stem neg1	N.A.	N.A.	[1]	74	0.4334	0.4426	0.416	0.4211	0.4496	0.4228	0.4463	0.4286	0.4248	0.451	0.4314
nb stem neg1	N.A.	N.A.	[1]	100	0.4562	0.4921	0.4375	0.4	0.4923	0.4167	0.45	0.4874	0.4696	0.44	0.4762
nb stem neg1	N.A.	N.A.	[1]	124	0.479	0.48	0.4961	0.431	0.5231	0.4298	0.4553	0.5246	0.4655	0.4706	0.5138
nb stem neg1	N.A.	N.A.	[1]	150	0.4731	0.4567	0.5038	0.4538	0.4923	0.439	0.4677	0.5167	0.4211	0.466	0.5138
nb stem neg1	N.A.	N.A.	[1]	174	0.4753	0.4688	0.4923	0.4833	0.4806	0.4355	0.464	0.5246	0.4348	0.4466	0.5225
nb stem neg1	N.A.	N.A.	[1]	200	0.4846	0.4651	0.4844	0.4655	0.5441	0.4228	0.464	0.5366	0.4706	0.466	0.5273
nb stem neg1	N.A.	N.A.	[1, 2]	50	0.4964	0.5	0.5075	0.4426	0.4889	0.56	0.5161	0.5039	0.5079	0.4324	0.5045
nb stem neg1	N.A.	N.A.	[1, 2]	74	0.5064	0.5493	0.4733	0.464	0.4706	0.5286	0.5469	0.5156	0.5354	0.4717	0.5088
nb stem neg1	N.A.	N.A.	[1, 2]	100	0.5093	0.5571	0.4615	0.48	0.5441	0.5401	0.5238	0.528	0.4874	0.4571	0.5138
nb stem neg1	N.A.	N.A.	[1, 2]	124	0.5103	0.5816	0.4923	0.5191	0.563	0.4925	0.5039	0.5455	0.4706	0.4528	0.4821
nb stem neg1	N.A.	N.A.	[1, 2]	150	0.5054	0.5594	0.4885	0.5344	0.5414	0.4889	0.5077	0.5246	0.4706	0.434	0.5045
nb stem neg1	N.A.	N.A.	[1, 2]	174	0.4993	0.5315	0.4806	0.5385	0.5373	0.4812	0.5038	0.5167	0.4538	0.4144	0.5357
nb stem neg1	N.A.	N.A.	[1, 2]	200	0.5094	0.5315	0.5038	0.5385	0.5612	0.4848	0.4844	0.5528	0.4754	0.4259	0.5357
nb stem neg1	N.A.	N.A.	[1, 2, 3]	50	0.5125	0.5109	0.5147	0.459	0.5714	0.5734	0.5197	0.5191	0.4793	0.4912	0.486
nb stem neg1	N.A.	N.A.	[1, 2, 3]	74	0.5171	0.539	0.5263	0.4715	0.5522	0.5775	0.5426	0.5077	0.4833	0.4528	0.5179
nb stem neg1	N.A.	N.A.	[1, 2, 3]	100	0.5243	0.5797	0.5547	0.5161	0.5758	0.5481	0.5041	0.5538	0.4615	0.4356	0.5138
nb stem neg1	N.A.	N.A.	[1, 2, 3]	124	0.539	0.5957	0.563	0.5581	0.6015	0.5116	0.5649	0.544	0.5042	0.4423	0.5045
nb stem neg1	N.A.	N.A.	[1, 2, 3]	150	0.5327	0.5833	0.5333	0.5692	0.5821	0.5077	0.5649	0.5512	0.5085	0.4272	0.5
nb stem neg1	N.A.	N.A.	[1, 2, 3]	174	0.5251	0.5493	0.5224	0.5736	0.6061	0.4844	0.5469	0.5484	0.4655	0.419	0.5357
nb stem neg1	N.A.	N.A.	[1, 2, 3]	200	0.5253	0.539	0.5373	0.5827	0.6074	0.4882	0.5581	0.5645	0.4786	0.3883	0.5091
nb stem neg1	N.A.	N.A.	[2, 3]	50	0.35	0.3478	0.3684	0.303	0.3077	0.3652	0.3396	0.4486	0.3299	0.3077	0.382
nb stem neg1	N.A.	N.A.	[2, 3]	74	0.3419	0.359	0.2991	0.3529	0.3238	0.3186	0.3238	0.4486	0.3299	0.2857	0.3778
nb stem neg1	N.A.	N.A.	[2, 3]	100	0.3214	0.3304	0.3119	0.3529	0.3396	0.3063	0.2941	0.4	0.2526	0.2889	0.3371
nb stem neg1	N.A.	N.A.	[2, 3]	124	0.33	0.3077	0.2963	0.4167	0.3238	0.2727	0.2941	0.4587	0.2737	0.3043	0.3516
nb stem neg1	N.A.	N.A.	[2, 3]	150	0.3322	0.3051	0.2909	0.3883	0.3208	0.2727	0.3551	0.4602	0.3061	0.2857	0.3371
nb stem neg1	N.A.	N.A.	[2, 3]	174	0.3181	0.2833	0.2752	0.3789	0.3178	0.2857	0.3551	0.4037	0.2653	0.2826	0.3333
nb stem neg1	N.A.	N.A.	[2, 3]	200	0.3445	0.3115	0.3063	0.3789	0.3818	0.3009	0.4	0.4286	0.32	0.2796	0.3371
nb lemma posneg	N.A.	N.A.	[1]	50	0.6132	0.585	0.6286	0.5942	0.6806	0.6842	0.5547	0.6047	0.5672	0.5873	0.6452
nb lemma posneg	N.A.	N.A.	[1]	74	0.6306	0.6309	0.6939	0.6522	0.7211	0.7179	0.5217	0.5333	0.5926	0.6047	0.6379
nb lemma posneg	N.A.	N.A.	[1]	100	0.6368	0.6207	0.7248	0.637	0.7226	0.7013	0.5468	0.5714	0.5882	0.6	0.6555
nb lemma posneg	N.A.	N.A.	[1]	124	0.6356	0.64	0.7123	0.6667	0.732	0.7006	0.539	0.5669	0.5588	0.6	0.6393
nb lemma posneg	N.A.	N.A.	[1]	150	0.651	0.6309	0.7285	0.6667	0.7582	0.7013	0.5571	0.6107	0.5693	0.626	0.6613
nb lemma posneg	N.A.	N.A.	[1]	174	0.6603	0.649	0.72	0.6713	0.7613	0.7308	0.5429	0.6061	0.6143	0.6412	0.6667
